LoanNumber,LoanPhase,LoanProgram,LoanSubType,State,City,County,Zip,Sum of PropertyCount,Sum of UnitCount,Sum of Sqft,Sum of MedianSqft,Avg. Prop. Cost/Sqft
71504,Paid Off,New Construction,Purchase,Texas,Kemah,Galveston,77565,1,4,"4,448","1,112",$116.46
71503,Paid Off,New Construction,Refi-Internal,Washington,Seattle,King,98117,1,1,"3,000","3,000",$153.33
71502,Paid Off,New Construction,Purchase,Texas,Dallas,Dallas,75223,1,6,"12,156","2,026",$83.91
71501,Paid Off,New Construction,Refi-External,Florida,Cocoa,Brevard,32926,4,4,"5,782","5,782",$118.78
71499,Paid Off,Fix and Flip,Purchase,Colorado,Denver,Denver,80239,1,1,"1,714","1,714",$40.84
71498,Paid Off,Fix and Flip,Purchase,Colorado,Pueblo,Pueblo,81006,1,1,"1,440","1,440",$34.72
71497,Paid Off,New Construction,Purchase,Idaho,Boise,Ada,83702,1,1,"2,717","2,717",$97.28
71496,Paid Off,New Construction,Refi-External,Washington,Olympia,Thurston,98501,10,10,"24,056","24,056",$107.67
71495,Paid Off,New Construction,Refi-External,Idaho,Nampa,Canyon,83651,1,1,"1,789","1,789",$105.53
71494,Paid Off,New Construction,Refi-External,Idaho,Nampa,Canyon,83651,1,1,"1,882","1,882",$106.17
71493,Paid Off,New Construction,Refi-External,Idaho,Nampa,Canyon,83651,1,1,"1,695","1,695",$107.70
71492,Paid Off,New Construction,Refi-Internal,Washington,Arlington,Snohomish,98223,2,2,"2,562","2,562",$163.98
71491,Paid Off,New Construction,Refi-External,Idaho,Nampa,Canyon,83651,1,1,"1,780","1,780",$108.78
71490,Paid Off,New Construction,Refi-External,Idaho,Nampa,Canyon,83651,1,1,"1,886","1,886",$105.94
71489,Paid Off,New Construction,Refi-External,Colorado,Elbert,El Paso,80106,1,1,"5,078","5,078",$88.32
71488,Paid Off,New Construction,Refi-External,Idaho,Mccall,Valley,83638,4,4,"6,208","6,208",$180.41
71487,Paid Off,New Construction,Refi-External,Oregon,Happy Valley,Clackamas,97086,1,1,"1,807","1,807",$140.27
71485,Paid Off,New Construction,Refi-External,Idaho,Boise,Ada,83702,1,1,"2,976","2,976",$168.93
71484,Paid Off,New Construction,Purchase,Washington,Lake Stevens,Snohomish,98258,6,6,"18,199","18,199",$122.17
71483,Paid Off,New Construction,Refi-External,Oregon,Redmond,Deschutes,97756,1,1,"1,844","1,844",$118.92
71482,Paid Off,New Construction,Refi-External,Oregon,Redmond,Deschutes,97756,1,1,"2,394","2,394",$128.20
71481,Paid Off,New Construction,Refi-External,Oregon,Redmond,Deschutes,97756,1,1,"2,394","2,394",$128.20
71480,Production,New Construction,Purchase,Washington,Kirkland,King,98034,1,1,"3,932","3,932",$178.03
71479,Paid Off,New Construction,Refi-External,Washington,Seattle,King,98103,1,1,"6,554","6,554",$34.25
71478,Paid Off,New Construction,Purchase,Idaho,Meridian,Ada,83642,1,1,"2,396","2,396",$166.44
71477,Paid Off,New Construction,Purchase,Idaho,Meridian,Ada,83642,1,1,"3,402","3,402",$118.74
71476,Paid Off,New Construction,Purchase,Idaho,Nampa,Canyon,83686,1,1,"1,907","1,907",$96.54
71475,Paid Off,New Construction,Purchase,Idaho,Meridian,Ada,83642,1,1,"2,703","2,703",$142.26
71474,Paid Off,New Construction,Refi-External,Idaho,Nampa,Canyon,83686,1,1,"1,695","1,695",$107.70
71473,Paid Off,New Construction,Refi-External,Idaho,Nampa,Canyon,83651,1,1,"1,908","1,908",$109.33
71472,Paid Off,New Construction,Refi-External,Oregon,Oregon City,Clackamas,97045,2,2,"6,853","6,853",$120.94
71471,Paid Off,New Construction,Refi-External,Idaho,Nampa,Canyon,83686,1,1,"1,886","1,886",$105.94
71470,Paid Off,New Construction,Refi-External,Idaho,Nampa,Canyon,83651,1,1,"1,768","1,768",$106.78
71469,Paid Off,New Construction,Purchase,Washington,Cle Elum,Kittitas,98922,1,1,"3,002","3,002",$256.50
71467,Paid Off,New Construction,Refi-External,Washington,Vancouver,Clark,98685,1,1,"3,984","3,984",$74.89
71466,Paid Off,New Construction,Refi-External,Washington,Vancouver,Clark,98685,1,1,"3,999","3,999",$131.62
71465,Paid Off,New Construction,Refi-External,Washington,Snohomish,Snohomish,98290,1,1,"3,380","3,380",$157.76
71464,Paid Off,New Construction,Purchase,Washington,Seattle,King,98144,2,6,"7,878","2,626",$215.21
71463,Paid Off,New Construction,Refi-External,Florida,North Port,Sarasota,34288,6,6,"11,299","11,299",$103.29
71462,Paid Off,New Construction,Purchase,Idaho,Kuna,Ada,83634,1,1,"1,756","1,756",$118.32
71461,Paid Off,New Construction,Purchase,Idaho,Kuna,Ada,83634,1,1,"2,116","2,116",$112.65
71460,Paid Off,New Construction,Purchase,Idaho,Kuna,Ada,83634,3,3,"6,248","6,248",$113.92
71458,Paid Off,New Construction,Refi-External,Washington,Vancouver,Clark,98663,1,1,"1,962","1,962",$105.92
71457,Paid Off,New Construction,Refi-External,Colorado,Broomfield,Broomfield,80023,2,2,"8,208","8,208",$167.25
71456,Paid Off,New Construction,Purchase,Idaho,Kuna,Ada,83634,3,3,"6,525","6,525",$119.76
71455,Paid Off,New Construction,Purchase,Idaho,Kuna,Ada,83634,2,2,"4,365","4,365",$112.59
71454,Paid Off,New Construction,Purchase,Oregon,Bend,Deschutes,97702,2,11,"11,000","2,000",$221.94
71451,Paid Off,New Construction,Refi-External,Idaho,Boise,Ada,83714,1,1,"2,615","2,615",$104.24
71450,Paid Off,New Construction,Refi-External,Idaho,Boise,Ada,83714,1,1,"2,691","2,691",$101.29
71449,Paid Off,New Construction,Refi-External,Colorado,Colorado Springs,El Paso,80922,6,21,"54,705","15,630",$53.87
71448,Paid Off,New Construction,Refi-External,Colorado,Colorado Springs,El Paso,80922,5,19,"49,495","13,025",$60.60
71447,Paid Off,New Construction,Refi-External,Colorado,Colorado Springs,El Paso,80922,5,20,"52,100","13,025",$60.60
71446,Paid Off,New Construction,Refi-External,Colorado,Colorado Springs,El Paso,80922,3,12,"28,088","7,022",$75.32
71443,Paid Off,New Construction,Refi-External,Florida,Poinciana,Osceola,34759,15,15,"22,581","22,581",$84.05
71442,Servicing,New Construction,Refi-External,Washington,Seattle,King,98122,2,4,"6,761","3,347",$327.94
71440,Paid Off,New Construction,Purchase,Washington,Vancouver,Clark,98661,1,1,"1,588","1,588",$100.69
71438,Paid Off,Fix and Flip,Purchase,Colorado,Colorado Springs,El Paso,80909,1,1,768,768,$65.10
71437,Paid Off,New Construction,Purchase,Washington,Camano Island,Island,98282,1,1,"2,019","2,019",$128.78
71436,Paid Off,Fix and Flip,Refi-External,Colorado,Breckenridge,Summit,80424,1,1,"3,822","3,822",$215.57
71435,Paid Off,New Construction,Refi-External,Washington,Spokane,Spokane,99223,1,1,"2,045","2,045",$114.78
71434,Paid Off,Fix and Flip,Purchase,Washington,Vancouver,Clark,98682,1,1,"1,998","1,998",$22.05
71433,Paid Off,New Construction,Refi-External,Oregon,Fairview,Multnomah,97024,1,1,"2,746","2,746",$112.91
71432,Paid Off,New Construction,Refi-External,Florida,Palm Bay,Brevard,33909,5,5,"7,714","7,714",$112.30
71431,Paid Off,New Construction,Purchase,Washington,Richland,Benton,99354,1,2,"3,596","1,780",$105.67
71430,Paid Off,New Construction,Purchase,Washington,Richland,Benton,99354,1,2,"5,556","2,778",$115.12
71429,Paid Off,New Construction,Refi-External,Colorado,Westminster,Adams,80031,9,40,"101,271","19,812",$106.33
71428,Paid Off,Fix and Flip,Purchase,Washington,Vancouver,Clark,98661,1,1,980,980,$30.61
71427,Paid Off,New Construction,Refi-External,Oregon,Redmond,Deschutes,97756,1,1,"1,850","1,850",$125.87
71426,Paid Off,New Construction,Refi-External,Oregon,Redmond,Deschutes,97756,1,1,"1,728","1,728",$117.35
71420,Paid Off,Bridge to Build,Purchase,Washington,Seattle,King,98102,2,6,"7,868","2,522",$232.74
71415,Paid Off,New Construction,Purchase,Idaho,Meridian,Ada,83642,1,1,"2,839","2,839",$114.51
71414,Paid Off,New Construction,Refi-External,Oregon,Portland,Multnomah,97266,1,1,"9,729","9,729",$174.43
71413,Paid Off,Fix and Flip,Purchase,Idaho,Boise,Ada,83704,1,1,"1,576","1,576",$38.79
71412,Production,New Construction,Refi-External,Oregon,Fairview,Multnomah,97024,1,1,"2,746","2,746",$112.91
71411,Paid Off,Fix and Flip,Purchase,Washington,Olympia,Thurston,98512,1,1,"1,872","1,872",$8.01
71410,Paid Off,Fix and Flip,Purchase,Idaho,Boise,Ada,83704,1,1,"1,548","1,548",$8.36
71409,Paid Off,New Construction,Refi-External,Washington,Vancouver,Clark,98663,2,2,"3,384","3,384",$142.99
71408,Paid Off,New Construction,Purchase,Washington,Cle Elum,Kittitas,98922,1,1,"3,180","3,180",$243.11
71407,Paid Off,New Construction,Refi-External,Oregon,Portland,Washington,97223,2,2,"5,641","5,641",$120.98
71404,Paid Off,New Construction,Refi-External,Washington,Tacoma,Pierce,98422,1,1,"3,850","3,850",$119.51
71403,Paid Off,New Construction,Purchase,Idaho,Eagle,Ada,83616,2,2,"5,844","5,844",$206.08
71402,Paid Off,New Construction,Refi-External,Idaho,Eagle,Ada,83616,10,10,"10,000","10,000",$304.00
71401,Paid Off,New Construction,Refi-External,Idaho,Eagle,Ada,83616,8,8,"8,000","8,000",$241.50
71400,Paid Off,New Construction,Refi-External,Idaho,Eagle,Ada,83616,8,8,"8,000","8,000",$322.50
71399,Paid Off,New Construction,Refi-External,Idaho,Eagle,Ada,83616,13,13,"13,000","13,000",$286.92
71398,Paid Off,New Construction,Refi-External,Idaho,Eagle,Ada,83616,9,9,"9,000","9,000",$301.11
71397,Paid Off,New Construction,Refi-External,Idaho,Eagle,Ada,83616,9,9,"9,000","9,000",$346.67
71396,Paid Off,New Construction,Refi-External,Idaho,Eagle,Ada,83616,8,8,"8,000","8,000",$330.00
71394,Paid Off,New Construction,Refi-External,Washington,Vancouver,Clark,98686,1,1,"2,392","2,392",$96.15
71393,Paid Off,Multifamily,Refi-External,Washington,Everett,Snohomish,98204,1,1,"40,115","40,115",$203.27
71392,Paid Off,Fix and Flip,Purchase,Washington,Kirkland,King,98033,1,1,"1,780","1,780",$16.85
71391,Paid Off,Fix and Flip,Purchase,Washington,Seattle,King,98122,1,1,"4,179","4,179",$48.02
71390,Paid Off,New Construction,Refi-External,Washington,Anacortes,Skagit,98221,1,1,"3,102","3,102",$145.07
71389,Production,New Construction,Purchase,Washington,Vancouver,Clark,98661,4,4,"6,352","6,352",$100.69
71388,Paid Off,New Construction,Purchase,Idaho,Eagle,Ada,83616,1,1,"2,329","2,329",$125.40
71386,Paid Off,Fix and Flip,Purchase,Washington,Darrington,Snohomish,98241,1,3,"2,423",1,$8.25
71385,Production,New Construction,Refi-External,Washington,Vancouver,Clark,98661,4,4,"19,200","19,200",$135.23
71383,Paid Off,New Construction,Refi-External,Oregon,Clackamas,Clackamas,97015,12,12,"21,446","21,446",$142.53
71381,Paid Off,New Construction,Purchase,Idaho,Eagle,Ada,83616,1,1,"2,383","2,383",$174.02
71380,Paid Off,New Construction,Purchase,Idaho,Eagle,Ada,83616,1,1,"2,383","2,383",$159.17
71379,Paid Off,Fix and Flip,Purchase,Washington,Pasco,Franklin,99301,2,2,"7,920","7,920",$14.15
71378,Paid Off,New Construction,Refi-External,Colorado,Denver,Denver,80250,1,58,"51,775",737,$297.87
71377,Paid Off,New Construction,Purchase,Washington,Cle Elum,Kittitas,98922,1,1,"2,855","2,855",$246.23
71376,Paid Off,New Construction,Purchase,Washington,Monroe,Snohomish,98272,1,1,"2,233","2,233",$135.33
71375,Production,New Construction,Refi-External,Oregon,Clackamas,Clackamas,97015,12,12,"21,446","21,446",$142.53
71374,Paid Off,New Construction,Refi-External,Washington,Tacoma,Pierce,98409,2,4,"5,628","2,814",$29.54
71373,Paid Off,New Construction,Refi-External,Oregon,Portland,Clackamas,97267,1,1,"2,374","2,374",$180.71
71372,Paid Off,New Construction,Refi-Internal,Oregon,Portland,Multnomah,97218,8,11,"19,338","14,064",$168.41
71370,Paid Off,New Construction,Refi-External,Colorado,Colorado Springs,El Paso,80907,4,5,"8,027","6,250",$90.44
71369,Paid Off,New Construction,Purchase,Washington,Seattle,King,98144,1,5,"6,775","1,355",$243.54
71368,Production,New Construction,Refi-External,Colorado,Colorado Springs,El Paso,80907,1,2,"3,422","1,645",$92.05
71366,Paid Off,New Construction,Refi-External,Washington,Seattle,King,98122,1,1,"3,200","3,200",$46.88
71365,Paid Off,New Construction,Refi-External,Washington,Seattle,King,98144,1,7,"10,809","1,435",$217.43
71364,Servicing,New Construction,Refi-External,Washington,Seattle,King,98133,1,1,"3,766","3,766",$112.53
71363,Paid Off,New Construction,Refi-External,Colorado,Elbert,El Paso,80106,7,7,"31,310","31,310",$101.58
71362,Paid Off,New Construction,Refi-External,Washington,Seattle,King,98133,1,1,"3,766","3,766",$57.93
71361,Paid Off,New Construction,Refi-Internal,Oregon,Portland,Multnomah,97213,1,4,"11,522","2,830",$166.64
71360,Servicing,New Construction,Refi-External,Oregon,Portland,Multnomah,97266,1,15,"10,160",621,$202.95
71359,Paid Off,New Construction,Purchase,Idaho,Meridian,Ada,83646,1,1,"2,939","2,939",$152.01
71358,Paid Off,New Construction,Refi-External,Oregon,Portland,Multnomah,97202,1,1,"3,080","3,080",$684.71
71356,Paid Off,New Construction,Refi-Internal,Washington,Benton City,Benton,99320,7,7,"20,608","20,608",$78.13
71354,Paid Off,New Construction,Refi-External,Washington,Bellevue,King,98004,1,1,"6,074","6,074",$188.66
71352,Paid Off,New Construction,Purchase,Washington,Seattle,King,98106,1,2,"4,841","2,418",$127.04
71350,Paid Off,New Construction,Refi-External,Washington,Kirkland,King,98034,1,1,"4,400","4,400",$237.37
71349,Paid Off,New Construction,Refi-External,Oregon,Redmond,Deschutes,97756,1,1,"2,044","2,044",$107.84
71348,Paid Off,New Construction,Refi-External,Washington,Mukilteo,Snohomish,98275,1,1,"2,569","2,569",$56.70
71347,Paid Off,New Construction,Refi-External,Washington,Mercer Island,King,98040,1,1,"4,417","4,417",$24.09
71346,Paid Off,New Construction,Refi-Internal,Washington,Bremerton,Kitsap,98311,5,5,"13,845","13,845",$93.93
71344,Paid Off,New Construction,Refi-External,Oregon,Portland,Multnomah,97206,2,4,"7,068","3,534",$200.17
71342,Paid Off,New Construction,Purchase,Washington,Cle Elum,Kittitas,98922,1,1,"3,002","3,002",$256.50
71341,Paid Off,New Construction,Refi-External,Washington,Vancouver,Clark,98660,2,2,"4,680","4,680",$189.31
71340,Paid Off,New Construction,Purchase,Washington,Manchester,Kitsap,98353,3,3,"4,494","4,494",$107.17
71338,Production,New Construction,Refi-External,Washington,Everett,Snohomish,98203,1,1,"3,322","3,322",$180.61
71337,Paid Off,Fix and Flip,Refi-External,Oregon,Happy Valley,Clackamas,97086,1,1,"2,122","2,122",$40.06
71336,Production,New Construction,Purchase,Washington,Cle Elum,Kittitas,98922,1,1,"3,002","3,002",$256.50
71334,Paid Off,New Construction,Refi-External,Washington,Bellevue,King,98004,1,1,"4,214","4,214",$306.59
71333,Paid Off,New Construction,Refi-Internal,Washington,Bainbridge Island,Kitsap,98110,1,6,"14,940","2,490",$53.52
71332,Paid Off,New Construction,Refi-Internal,Washington,Bainbridge Island,Kitsap,98110,1,6,"14,940","2,490",$73.76
71331,Paid Off,New Construction,Refi-Internal,Washington,Bainbridge Island,Kitsap,98110,1,6,"14,940","2,490",$83.20
71330,Paid Off,New Construction,Refi-Internal,Washington,Bainbridge Island,Kitsap,98110,1,6,"7,470",,$119.38
71329,Paid Off,Fix and Flip,Purchase,Washington,Arlington,Snohomish,98223,1,1,"1,610","1,610",$21.74
71328,Paid Off,New Construction,Refi-External,Colorado,Colorado Springs,El Paso,80904,2,4,"6,860","3,430",$198.25
71327,Paid Off,New Construction,Refi-External,Washington,Seattle,King,98199,1,1,"3,019","3,019",$463.73
71326,Paid Off,New Construction,Refi-Internal,Oregon,Portland,Multnomah,97217,4,4,"9,212","9,212",$10.86
71324,Paid Off,New Construction,Purchase,Washington,Cle Elum,Kittitas,98922,1,1,"3,002","3,002",$241.51
71323,Paid Off,New Construction,Refi-Internal,Washington,Seattle,King,98199,1,1,"3,220","3,220",$248.45
71321,Paid Off,New Construction,Refi-External,Washington,Cle Elum,Kittitas,98922,1,1,"2,745","2,745",$229.59
71320,Paid Off,New Construction,Refi-Internal,Washington,Everett,Snohomish,98201,2,4,"5,396","2,698",$89.49
71319,Paid Off,New Construction,Purchase,Colorado,Broomfield,Broomfield,80023,2,2,"12,200","12,200",$110.00
71318,Paid Off,New Construction,Refi-External,Oregon,Portland,Clackamas,97267,1,1,"1,567","1,567",$159.74
71317,Production,Fix and Flip,Refi-External,Washington,Renton,King,98055,1,1,"3,779","3,779",$23.82
71316,Paid Off,Fix and Flip,Purchase,Oregon,Portland,Multnomah,97219,1,1,"2,109","2,109",$52.63
71315,Paid Off,New Construction,Refi-External,Colorado,Colorado Springs,El Paso,80922,1,4,"8,000","2,000",$95.25
71314,Servicing,New Construction,Refi-Internal,Washington,Renton,King,98056,4,15,"27,078","6,980",$82.10
71313,Servicing,New Construction,Refi-Internal,Washington,Seattle,King,98112,2,8,"13,026","3,211",$208.15
71311,Paid Off,New Construction,Refi-External,Colorado,Colorado Springs,El Paso,80922,1,4,"8,000","2,000",$82.75
71310,Paid Off,New Construction,Refi-External,Colorado,Colorado Springs,El Paso,80922,1,4,"8,000","2,000",$82.75
71309,Paid Off,New Construction,Refi-External,Colorado,Colorado Springs,El Paso,80922,1,4,"8,000","2,000",$82.75
71308,Paid Off,New Construction,Refi-External,Colorado,Colorado Springs,El Paso,80922,1,4,"8,000","2,000",$82.75
71307,Paid Off,New Construction,Refi-External,Colorado,Colorado Springs,El Paso,80922,1,4,"8,000","2,000",$82.75
71306,Paid Off,New Construction,Refi-External,Washington,Seattle,King,98106,4,8,"14,624","7,312",$94.98
71305,Paid Off,New Construction,Purchase,Washington,Granite Falls,Snohomish,98252,1,1,"2,011","2,011",$107.01
71304,Paid Off,New Construction,Refi-External,Washington,Bellevue,King,98004,1,1,"6,646","6,646",$382.73
71302,Paid Off,New Construction,Refi-Internal,Colorado,Colorado Springs,Unknown,80923,4,4,"9,692","9,692",$15.48
71301,Paid Off,New Construction,Refi-External,Washington,Marysville,Snohomish,98270,1,3,"4,491","1,497",$29.97
71300,Paid Off,New Construction,Refi-External,Washington,Seattle,King,98108,2,3,"4,161","2,813",$241.92
71298,Servicing,New Construction,Refi-Internal,Washington,Seattle,King,98106,4,8,"14,624","7,312",$231.94
71297,Paid Off,New Construction,Refi-External,Colorado,Colorado Springs,El Paso,80907,2,4,"10,782","5,391",$109.46
71294,Paid Off,New Construction,Refi-External,Washington,Richland,Benton,99354,2,2,"2,644","2,644",$119.23
71293,Paid Off,New Construction,Refi-Internal,Washington,Everett,Snohomish,98037,2,4,"5,344","2,672",$51.46
71292,Paid Off,New Construction,Refi-Internal,Washington,Everett,Snohomish,98201,2,4,"5,344","2,672",$37.43
71291,Paid Off,New Construction,Refi-External,Washington,Vancouver,Clark,98661,5,5,"8,325","8,325",$97.72
71290,Paid Off,New Construction,Refi-External,Washington,Vancouver,Clark,98684,5,5,"8,802","8,802",$99.25
71289,Production,New Construction,Refi-Internal,Washington,Kent,King,98031,1,1,"3,445","3,445",$79.83
71287,Paid Off,New Construction,Refi-External,Colorado,Colorado Springs,El Paso,80908,1,1,"4,259","4,259",$91.92
71285,Paid Off,New Construction,Purchase,Washington,Seattle,Pierce,98144,2,3,"5,460","3,640",$163.07
71284,Paid Off,New Construction,Refi-External,Oregon,Portland,Multnomah,97217,2,8,"20,569","5,129",$101.74
71283,Paid Off,New Construction,Refi-Internal,Washington,Seattle,King,98118,2,6,"7,320","2,440",$225.41
71282,Paid Off,New Construction,Refi-External,Oregon,Redmond,Deschutes,97756,1,1,"1,745","1,745",$119.56
71281,Paid Off,New Construction,Refi-External,Oregon,Redmond,Deschutes,97756,1,1,"1,464","1,464",$133.79
71280,Paid Off,New Construction,Refi-External,Oregon,Redmond,Deschutes,97756,1,1,"1,425","1,425",$135.18
71279,Production,New Construction,Refi-External,Washington,Vancouver,Clark,98661,1,1,"1,642","1,642",$112.37
71278,Production,New Construction,Refi-External,Washington,Vancouver,Clark,98661,1,1,"1,821","1,821",$106.91
71277,Production,Fix and Flip,Refi-Internal,Oregon,Portland,Multnomah,97202,1,7,"4,575",577,$170.88
71272,Paid Off,Fix and Flip,Refi-External,Washington,Bellevue,King,98004,1,1,"9,769","9,769",$77.75
71271,Paid Off,Fix and Flip,Purchase,Washington,Vancouver,Clark,98661,1,1,"15,600","15,600",$19.23
71269,Paid Off,Fix and Flip,Purchase,Washington,Vancouver,Clark,98685,1,1,"2,984","2,984",$51.68
71268,Production,New Construction,Refi-Internal,Washington,Camas,Clark,98607,1,1,"2,571","2,571",$201.15
71267,Production,New Construction,Purchase,Washington,Kirkland,King,98034,1,1,"4,922","4,922",$150.72
71266,Production,New Construction,Purchase,Washington,Kirkland,King,98034,1,1,"3,894","3,894",$190.51
71265,Production,New Construction,Purchase,Washington,Kirkland,King,98034,1,1,"3,980","3,980",$186.39
71264,Production,New Construction,Purchase,Washington,Kirkland,King,98034,1,1,"3,894","3,894",$190.51
71262,Paid Off,New Construction,Refi-Internal,Washington,Seattle,King,98144,2,8,"8,760","2,190",$128.50
71259,Paid Off,New Construction,Purchase,Oregon,Salem,Marion,97305,1,1,"2,183","2,183",$89.92
71258,Paid Off,New Construction,Refi-External,Oregon,Salem,Marion,97305,1,1,"1,733","1,733",$94.46
71257,Paid Off,New Construction,Refi-External,Oregon,Salem,Marion,97305,1,1,"2,183","2,183",$89.92
71256,Paid Off,New Construction,Refi-External,Oregon,Salem,Marion,97305,1,1,"1,806","1,806",$95.07
71255,Production,New Construction,Refi-External,Washington,Vancouver,Clark,98660,1,1,"2,966","2,966",$149.35
71254,Production,New Construction,Refi-External,Washington,Vancouver,Clark,98660,1,1,"2,809","2,809",$157.70
71250,Paid Off,New Construction,Purchase,Oregon,Gearhart,Clatsop,97138,1,1,"2,469","2,469",$140.91
71249,Paid Off,Renovation,Refi-Internal,Colorado,Fort Collins,Unknown,80524,1,1,"1,443","1,443",$69.13
71247,Paid Off,New Construction,Refi-Internal,Washington,Snohomish,Snohomish,98290,1,1,"3,935","3,935",$43.96
71245,Paid Off,New Construction,Refi-Internal,Washington,Tacoma,Pierce,98444,1,1,"2,251","2,251",$64.61
71244,Paid Off,New Construction,Purchase,Washington,Mattawa,Grant,99349,1,1,"1,721","1,721",$122.98
71243,Paid Off,New Construction,Refi-Internal,Washington,Seattle,King,98177,1,6,"8,592","1,432",$121.41
71240,Paid Off,New Construction,Refi-External,Oregon,Bend,Deschutes,97701,2,9,"14,168","3,005",$141.60
71239,Paid Off,New Construction,Purchase,Oregon,Redmond,Deschutes,97756,1,1,"1,662","1,662",$123.74
71238,Paid Off,New Construction,Purchase,Oregon,Redmond,Deschutes,97756,1,1,"1,012","1,012",$160.14
71237,Paid Off,New Construction,Refi-External,Washington,Carnation,King,98014,1,1,"2,711","2,711",$66.06
71236,Paid Off,New Construction,Refi-External,Washington,Carnation,King,98014,1,1,"3,247","3,247",$101.26
71235,Paid Off,New Construction,Refi-External,Washington,Carnation,King,98014,1,1,"3,247","3,247",$114.98
71234,Paid Off,Fix and Flip,Purchase,Washington,Yakima,Yakima,98901,1,3,"1,824",608,$19.35
71233,Paid Off,New Construction,Purchase,Oregon,Redmond,Deschutes,97756,1,1,"1,756","1,756",$112.36
71232,Paid Off,New Construction,Purchase,Oregon,Redmond,Deschutes,97756,1,1,"1,464","1,464",$135.12
71231,Paid Off,Fix and Flip,Refi-Internal,Oregon,Portland,Multnomah,97202,1,2,"3,690","1,845",$71.65
71230,Servicing,New Construction,Refi-External,Washington,Seattle,King,98116,1,1,"3,033","3,033",$305.14
71228,Paid Off,Fix and Flip,Purchase,Washington,Seattle,King,98117,1,1,"1,240","1,240",$72.58
71227,Paid Off,New Construction,Refi-External,Washington,Vancouver,Clark,98661,1,1,"1,642","1,642",$95.47
71226,Paid Off,New Construction,Refi-External,Washington,Vancouver,Clark,98661,1,1,"1,537","1,537",$102.00
71225,Paid Off,New Construction,Refi-External,Washington,Vancouver,Clark,98661,1,1,"1,821","1,821",$102.98
71224,Paid Off,New Construction,Refi-External,Washington,Black Diamond,King,98010,1,6,"8,310","1,385",$104.45
71223,Paid Off,New Construction,Refi-External,Colorado,Colorado Springs,El Paso,80910,1,6,"8,310","1,385",$104.45
71222,Paid Off,Fix and Flip,Purchase,Washington,Bothell,King,98011,1,4,"3,472",868,$30.39
71221,Paid Off,New Construction,Purchase,Washington,Seattle,King,98103,2,8,"7,968","1,992",$217.48
71220,Paid Off,New Construction,Refi-External,Oregon,Portland,Multnomah,97266,1,1,"2,707","2,707",$128.67
71219,Paid Off,Fix and Flip,Refi-Internal,Oregon,Portland,Multnomah,97202,1,1,"2,910","2,910",$56.22
71218,Paid Off,Fix and Flip,Refi-Internal,Oregon,Portland,Multnomah,97202,1,1,"2,910","2,910",$55.11
71216,Paid Off,Fix and Flip,Purchase,Washington,Seattle,King,98103,1,1,"2,572","2,572",$81.72
71215,Paid Off,Fix and Flip,Refi-Internal,Washington,Tacoma,Pierce,98444,1,1,"2,443","2,443",$66.30
71214,Paid Off,Fix and Flip,Refi-Internal,Washington,Tacoma,Pierce,98444,1,1,"2,443","2,443",$66.85
71213,Paid Off,Fix and Flip,Purchase,Washington,Vancouver,Clark,98686,1,1,"2,514","2,514",$21.84
71212,Paid Off,New Construction,Refi-Internal,Washington,Seattle,King,98125,1,1,"4,072","4,072",$23.20
71211,Paid Off,New Construction,Purchase,Colorado,Elbert,El Paso,80106,1,1,"2,734","2,734",$143.05
71210,Paid Off,New Construction,Purchase,Washington,Lake Stevens,Snohomish,98258,1,1,"2,251","2,251",$127.14
71209,Paid Off,Fix and Flip,Refi-External,Oregon,Gresham,Multnomah,97080,1,1,"2,592","2,592",$51.51
71208,Paid Off,New Construction,Refi-Internal,Washington,Seattle,King,98109,1,3,"6,654","2,218",$148.78
71206,Paid Off,New Construction,Refi-External,Washington,Stevenson,Skamania,98648,1,1,"1,705","1,705",$101.16
71203,Production,New Construction,Refi-External,Washington,Vancouver,Clark,98661,1,1,"1,821","1,821",$102.98
71202,Production,New Construction,Refi-External,Washington,Vancouver,Clark,98661,1,1,"1,537","1,537",$106.37
71201,Production,New Construction,Refi-External,Washington,Vancouver,Clark,98661,1,1,"1,642","1,642",$95.47
71200,Production,New Construction,Refi-External,Washington,Vancouver,Clark,98661,1,1,"1,821","1,821",$102.98
71199,Production,New Construction,Refi-External,Washington,Vancouver,Clark,98661,1,1,"1,537","1,537",$102.00
71198,Production,New Construction,Refi-External,Washington,Vancouver,Clark,98661,1,1,"1,642","1,642",$99.57
71197,Paid Off,New Construction,Purchase,Oregon,Portland,Multnomah,97233,1,4,"3,940",985,$66.62
71196,Paid Off,New Construction,Refi-Internal,Washington,Seattle,King,98112,1,4,"6,020","1,472",$145.35
71195,Paid Off,New Construction,Refi-Internal,Washington,Seattle,King,98112,1,4,"6,900","1,725",$126.11
71194,Paid Off,New Construction,Purchase,Washington,Granite Falls,Snohomish,98252,1,1,"2,165","2,165",$135.91
71193,Paid Off,New Construction,Purchase,Washington,Granite Falls,Snohomish,98252,1,1,"2,165","2,165",$124.27
71192,Production,Fix and Flip,Refi-External,Oregon,Hillsboro,Washington,97124,1,1,"2,625","2,625",$15.24
71191,Production,Fix and Flip,Refi-External,Oregon,Hillsboro,Washington,97124,1,1,"3,426","3,426",$11.68
71183,Production,Fix and Flip,Refi-Internal,Washington,Spanaway,Pierce,98387,1,1,"1,576","1,576",$60.58
